vulnerabilityFunctionID,vulnerabilitySetID,assetCategory,lossCategory,defaultLoss,Region,Age,AS4055 class.,Roof material,Wall material,Alpha,Beta,IMT,IML,17,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,100
dw1,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Brick veneer,0.1258,4.2271,0.2s gust at 10m height m/s,17,0,5.61E-05,0.000119676,0.000238983,0.000451491,0.000813598,0.001407546,0.002349965,0.00380222,0.005982567,0.009180008,0.01376939,0.020226871,0.029144114,0.041238619,0.05735623,0.078460253,0.10559985,0.13984902,0.182207241,0.233455211,0.293965791,0.363483019,0.440901669,0.524104006,0.60993153,0.694373629,0.773024088,0.841778089,0.897626918,0.93930181,0.967498609,0.98454129,0.99359009,0.997731405,0.999330795,0.999839797,1
dw2,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Reinf'd masonry,0.1235,4.2879,0.2s gust at 10m height m/s,20,0,2.86E-05,6.18E-05,0.000125066,0.000239105,0.000435662,0.000761547,0.001283915,0.002096762,0.003328755,0.005152461,0.007794952,0.011549542,0.016788186,0.023973615,0.033669705,0.046547745,0.06338521,0.085052449,0.11248145,0.146610002,0.188294742,0.238188709,0.296584419,0.363233223,0.437166197,0.516559459,0.598702351,0.680131094,0.756970961,0.825477485,0.882685594,0.926991881,0.95845927,0.978693891,0.990305815,0.996156991,1
dw3,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dw4,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Timber or metal clad,0.1309,4.254,0.2s gust at 10m height m/s,24,0,6.69E-05,0.000138535,0.000269285,0.000496279,0.000874009,0.001480083,0.002422168,0.003846201,0.005945823,0.008972893,0.013248723,0.019175353,0.027245729,0.038051035,0.052282616,0.070724956,0.094235166,0.123703587,0.159989858,0.203829754,0.255711222,0.315724148,0.383398226,0.457556415,0.53622547,0.616654579,0.695490067,0.769129498,0.834228174,0.888263138,0.930000234,0.959697181,0.978940985,0.990153681,0.995944944,0.998554623,1
dw5,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Fibre cement,N/A,N/A,0.2s gust at 10m height m/s,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dw6,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Sheet metal,Solid masonry,N/A,N/A,0.2s gust at 10m height m/s,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dw7,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Brick veneer,0.1086,4.2112,0.2s gust at 10m height m/s,30,0,1.38E-05,3.31E-05,7.39E-05,0.00015434,0.000305356,0.000576304,0.001043857,0.001823523,0.003084714,0.005069892,0.008118139,0.012693097,0.019414363,0.029089922,0.042744752,0.061636985,0.087247841,0.121225234,0.16525496,0.220831194,0.288906148,0.369426519,0.460821133,0.559590008,0.66023472,0.755797757,0.839146649,0.904786756,0.950520434,0.978039501,0.991941582,0.997646459,0.99947669,0.999915878,0.999990792,0.99999936,1
dw8,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Reinf'd masonry,0.1077,4.2191,0.2s gust at 10m height m/s,32,0,1.17E-05,2.83E-05,6.34E-05,0.000133283,0.000265206,0.000503202,0.000916011,0.00160774,0.002731867,0.004509159,0.007249949,0.011380849,0.017475299,0.026286038,0.038775436,0.056136265,0.079790707,0.111349287,0.152505052,0.204834534,0.269481358,0.346719671,0.435442805,0.532701884,0.633513186,0.731207772,0.81851861,0.889305988,0.940357807,0.972357334,0.989319571,0.99668421,0.999207749,0.99986145,0.99998327,0.999998696,1
dw9,domestic_wind_2012,,structural_loss_ratio,0,"Qld, WA, NT Regions C&D",1980 to present,C1,Tile,Cavity brick,N/A,N/A,0.2s gust at 10m height m/s,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
